doc_id,group,age_bin,story_id,age_years,word_count,half_life,total_benefit,ppl_at_min_ctx,ppl_at_max_ctx,T
730_A3,TD,7-8yr,A3,7.690833333333333,107,6.26599112758635,13104.512567520142,13114.376953125,9.864385604858398,150.0
730_B1,TD,7-8yr,B1,7.690833333333333,35,6.364488427133162,13008.076065063477,13114.376953125,106.30088806152344,50.0
730_B2,TD,7-8yr,B2,7.690833333333333,75,9.915840613318643,13094.045286178589,13114.376953125,20.331666946411133,106.0
730_B3,TD,7-8yr,B3,7.690833333333333,91,6.2563404258016035,13104.362742424011,13114.376953125,10.01421070098877,135.0
737_A1,TD,7-8yr,A1,7.846666666666667,65,6.446129413197882,13075.697288513184,13114.376953125,38.679664611816406,80.0
737_A2,TD,7-8yr,A2,7.846666666666667,90,9.392926653134921,13100.095038414001,13114.376953125,14.281914710998535,114.0
737_A3,TD,7-8yr,A3,7.846666666666667,132,6.266579905893266,13107.917546749115,13114.376953125,6.45940637588501,178.0
737_B1,TD,7-8yr,B1,7.846666666666667,45,6.327548160030017,13066.15841293335,13114.376953125,48.21854019165039,61.0
737_B2,TD,7-8yr,B2,7.846666666666667,112,6.219754777452035,13101.391423225403,13114.376953125,12.985529899597168,134.0
737_B3,TD,7-8yr,B3,7.846666666666667,161,6.266316882796291,13106.396450996399,13114.376953125,7.980502128601074,211.0
738_A1,TD,7-8yr,A1,7.51,109,6.141489853048377,13104.19146823883,13114.376953125,10.185484886169434,142.0
738_A2,TD,7-8yr,A2,7.51,119,7.716282435183512,13103.270723342896,13114.376953125,11.106229782104492,164.0
738_A3,TD,7-8yr,A3,7.51,238,9.149558245213003,13109.529996871948,13114.376953125,4.846956253051758,332.0
738_B1,TD,7-8yr,B1,7.51,103,6.170322617050404,13104.939812660217,13114.376953125,9.437140464782715,141.0
738_B2,TD,7-8yr,B2,7.51,152,6.135840533383927,13106.724267959595,13114.376953125,7.652685165405273,191.0
738_B3,TD,7-8yr,B3,7.51,249,6.221300130700051,13108.291211128235,13114.376953125,6.085741996765137,320.0
746_A1,TD,7-8yr,A1,7.424166666666666,82,6.423651212809191,13099.978295326233,13114.376953125,14.39865779876709,122.0
746_A2,TD,7-8yr,A2,7.424166666666666,86,6.471930295821588,13100.918559074402,13114.376953125,13.458394050598145,128.0
746_A3,TD,7-8yr,A3,7.424166666666666,168,6.473304244934555,13108.200315952301,13114.376953125,6.176637172698975,263.0
746_B1,TD,7-8yr,B1,7.424166666666666,74,6.4708515145895,13095.201154708862,13114.376953125,19.175798416137695,111.0
746_B2,TD,7-8yr,B2,7.424166666666666,104,27.951096893938697,95.31715393066406,116.48088073730469,21.163726806640625,145.0
746_B3,TD,7-8yr,B3,7.424166666666666,186,6.4206765395815655,13105.428429603577,13114.376953125,8.94852352142334,262.0
752_A1,TD,7-8yr,A1,7.8341666666666665,62,6.293702699227176,13104.414908409119,13114.376953125,9.962044715881348,87.0
752_A2,TD,7-8yr,A2,7.8341666666666665,94,6.865362143512015,13107.131475448608,13114.376953125,7.245477676391602,127.0
752_A3,TD,7-8yr,A3,7.8341666666666665,179,6.24013368651069,13107.163301944733,13114.376953125,7.213651180267334,248.0
752_B1,TD,7-8yr,B1,7.8341666666666665,112,10.70580799559562,13104.436871528625,13114.376953125,9.940081596374512,146.0
752_B2,TD,7-8yr,B2,7.8341666666666665,95,10.672847088505861,13092.759075164795,13114.376953125,21.617877960205078,121.0
752_B3,TD,7-8yr,B3,7.8341666666666665,193,6.221104809093866,13107.233885765076,13114.376953125,7.143067359924316,249.0
756_A1,TD,7-8yr,A1,7.596666666666667,84,6.126424115759664,13099.160420417786,13114.376953125,15.216532707214355,116.0
756_A2,TD,7-8yr,A2,7.596666666666667,117,9.089151670981034,13102.411840438843,13114.376953125,11.965112686157227,171.0
756_A3,TD,7-8yr,A3,7.596666666666667,169,6.414527638196732,13104.861135482788,13114.376953125,9.515817642211914,233.0
756_B1,TD,7-8yr,B1,7.596666666666667,72,6.716830849917171,13089.205839157104,13114.376953125,25.171113967895508,94.0
756_B2,TD,7-8yr,B2,7.596666666666667,111,9.561647185978899,13104.602626800537,13114.376953125,9.77432632446289,151.0
756_B3,TD,7-8yr,B3,7.596666666666667,211,6.186583739094161,13106.361178398132,13114.376953125,8.015774726867676,287.0
757_A1,TD,7-8yr,A1,7.4383333333333335,62,6.468037098874886,13080.285106658936,13114.376953125,34.09184646606445,82.0
757_A2,TD,7-8yr,A2,7.4383333333333335,86,6.472842498572435,13105.753118515015,13114.376953125,8.623834609985352,133.0
757_A3,TD,7-8yr,A3,7.4383333333333335,131,6.472788116068703,13105.464898109436,13114.376953125,8.912055015563965,188.0
757_B1,TD,7-8yr,B1,7.4383333333333335,73,6.104207686050563,13099.328705787659,13114.376953125,15.048247337341309,105.0
757_B2,TD,7-8yr,B2,7.4383333333333335,96,6.472072180027723,13101.670527458191,13114.376953125,12.706425666809082,141.0
757_B3,TD,7-8yr,B3,7.4383333333333335,213,6.105545970546245,13107.659931182861,13114.376953125,6.717021942138672,310.0
761_A1,TD,7-8yr,A1,7.5216666666666665,47,30.0,24.244911193847656,116.48088073730469,92.23596954345703,66.0
761_A2,TD,7-8yr,A2,7.5216666666666665,76,6.497423009785732,13086.929779052734,13114.376953125,27.447174072265625,104.0
761_A3,TD,7-8yr,A3,7.5216666666666665,141,6.143105628502238,13104.987320899963,13114.376953125,9.389632225036621,182.0
761_B1,TD,7-8yr,B1,7.5216666666666665,55,6.488797989832461,13081.562149047852,13114.376953125,32.81480407714844,76.0
761_B2,TD,7-8yr,B2,7.5216666666666665,80,6.154710827856778,13096.297626495361,13114.376953125,18.079326629638672,112.0
761_B3,TD,7-8yr,B3,7.5216666666666665,173,6.175580301304224,13106.32899570465,13114.376953125,8.047957420349121,241.0
762_A1,TD,7-8yr,A1,7.345833333333333,133,6.471951664573149,13101.031810760498,13114.376953125,13.345142364501953,168.0
762_A2,TD,7-8yr,A2,7.345833333333333,121,47.17158997794918,108.25900650024414,116.48088073730469,8.221874237060547,166.0
762_A3,TD,7-8yr,A3,7.345833333333333,239,6.473037146606522,13106.78472852707,13114.376953125,7.592224597930908,321.0
762_B1,TD,7-8yr,B1,7.345833333333333,103,6.470857608893458,13095.23345375061,13114.376953125,19.14349937438965,133.0
762_B2,TD,7-8yr,B2,7.345833333333333,142,32.19660341727782,106.42691040039062,116.48088073730469,10.053970336914062,182.0
762_B3,TD,7-8yr,B3,7.345833333333333,221,41.24456579870416,111.04308748245239,116.48088073730469,5.437793254852295,281.0
765_A1,TD,7-8yr,A1,7.014166666666667,69,6.200162168153728,13085.692111968994,13114.376953125,28.68484115600586,91.0
765_A2,TD,7-8yr,A2,7.014166666666667,83,9.168463975266672,13097.342950820923,13114.376953125,17.03400230407715,117.0
765_A3,TD,7-8yr,A3,7.014166666666667,144,6.471761718355385,13100.025119781494,13114.376953125,14.35183334350586,208.0
765_B1,TD,7-8yr,B1,7.014166666666667,63,6.462977069628215,13053.467590332031,13114.376953125,60.90936279296875,83.0
765_B2,TD,7-8yr,B2,7.014166666666667,104,6.471473611161463,13098.498188018799,13114.376953125,15.878765106201172,144.0
765_B3,TD,7-8yr,B3,7.014166666666667,173,6.472786634059508,13105.457043647766,13114.376953125,8.919909477233887,232.0
766_A1,TD,7-8yr,A1,7.929166666666667,86,6.472157678066651,13102.123656272888,13114.376953125,12.253296852111816,112.0
766_A2,TD,7-8yr,A2,7.929166666666667,164,6.4733907356281355,13108.658705711365,13114.376953125,5.718247413635254,227.0
766_A3,TD,7-8yr,A3,7.929166666666667,231,6.473420125061681,13108.814465999603,13114.376953125,5.5624871253967285,313.0
766_B1,TD,7-8yr,B1,7.929166666666667,81,6.472280835801823,13102.776376724243,13114.376953125,11.600576400756836,114.0
766_B2,TD,7-8yr,B2,7.929166666666667,157,6.4728434317559795,13105.75806427002,13114.376953125,8.618888854980469,221.0
766_B3,TD,7-8yr,B3,7.929166666666667,182,6.473264759718243,13107.991049289703,13114.376953125,6.385903835296631,252.0
767_A1,TD,7-8yr,A1,7.505,64,10.346753018615775,13079.40994644165,13114.376953125,34.96700668334961,91.0
767_A2,TD,7-8yr,A2,7.505,75,8.903002441615978,13100.98879814148,13114.376953125,13.388154983520508,115.0
767_A3,TD,7-8yr,A3,7.505,204,6.4411956213737405,13106.464307785034,13114.376953125,7.91264533996582,295.0
767_B1,TD,7-8yr,B1,7.505,80,6.111297862989687,13105.012365341187,13114.376953125,9.364587783813477,125.0
767_B2,TD,7-8yr,B2,7.505,167,6.236196846062505,13103.661474227905,13114.376953125,10.715478897094727,226.0
767_B3,TD,7-8yr,B3,7.505,200,6.003098450200783,599265.1855111122,599272.4375,7.251988887786865,282.0
769_A1,TD,7-8yr,A1,7.755,50,6.106473764191366,13080.456439971924,13114.376953125,33.92051315307617,64.0
769_A2,TD,7-8yr,A2,7.755,104,6.906780152009286,13105.509986877441,13114.376953125,8.866966247558594,145.0
769_A3,TD,7-8yr,A3,7.755,154,6.510697148682685,13106.006761550903,13114.376953125,8.37019157409668,204.0
769_B1,TD,7-8yr,B1,7.755,66,6.887330793013536,13093.6634349823,13114.376953125,20.713518142700195,84.0
769_B2,TD,7-8yr,B2,7.755,100,6.2947318752006645,13101.065742492676,13114.376953125,13.311210632324219,135.0
769_B3,TD,7-8yr,B3,7.755,138,6.220961860227842,13106.295016288757,13114.376953125,8.081936836242676,191.0
771_A1,TD,7-8yr,A1,7.336666666666667,58,9.819023343469755,13070.222900390625,13114.376953125,44.154052734375,78.0
771_A2,TD,7-8yr,A2,7.336666666666667,80,6.33091130097513,13095.368978500366,13114.376953125,19.00797462463379,106.0
771_A3,TD,7-8yr,A3,7.336666666666667,118,6.277569754414447,13105.779713630676,13114.376953125,8.59723949432373,160.0
771_B1,TD,7-8yr,B1,7.336666666666667,52,6.3781117933594444,13083.441846847534,13114.376953125,30.93510627746582,71.0
771_B2,TD,7-8yr,B2,7.336666666666667,89,6.126021891563357,13093.221956253052,13114.376953125,21.154996871948242,115.0
771_B3,TD,7-8yr,B3,7.336666666666667,110,6.220675004035217,13099.74273777008,13114.376953125,14.634215354919434,158.0
